id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
39,TPG HOMES LLC,JBGL BUILDER FINANCE,157 BASIL ST,CUMMING,2025-06-24,321200,1489225
40,TPG HOMES LLC,JBGL BUILDER FINANCE,159 BASIL ST,CUMMING,2025-06-24,321200,1489225
41,FIRST CAPITAL INVESTMENT LLC,KIAVI FUNDING INC,4047 MAXANNE DR NW,KENNESAW,2025-06-23,225000,253800
42,D GERNATT HOMES LLC,GEORGIA BANKING COMPANY,650 GORDON COMBS RD NW,MARIETTA,2025-06-23,292500,840000
43,PURCHASING FUND 2021-1 LLC,HOUSEMAX FUNDING LLC,975 STYLES CT,DOUGLASVILLE,2025-06-23,340000,239870
44,JEFF LINDSEY COMMUNITIES INC,SYNOVUS BANK,740 SNEAD RD,FAYETTEVILLE,2025-06-23,175000,567958
45,KSSR PROPERTIES LLC,MOTA JANICE D,680 MILTON DR,MCDONOUGH,2025-06-23,610000,200000
46,TNT LEASING CO LLC,FIRST NATIONAL COMMUNITY BANK,202 E MEMORIAL DR,DALLAS,2025-06-23,500000,500000
47,SNW INVESTMENTS LLC,FIRST NATIONAL BANK OF GRIFFIN,110 MEADOW LANE DR,GRIFFIN,2025-06-23,160000,136000
48,FAMILY SNOWBALL LLC,KIAVI FUNDING,418 E NORTHWOODS DR,GRIFFIN,2025-06-23,92000,147700
49,JC VENTURES REAL ESTATE LLC,EASY STREET CAPITAL LLC,1005 PINEDALE DR SE,SMYRNA,2025-06-20,291000,402300
50,CESJEP AUTOMOTIVE LLC,WEIHER DARIEN,2150 S HIGHWAY 27,CARROLLTON,2025-06-20,1950000,1900000
51,AB OVO HOME INVESTOR LLC,ROSIER ANTHONY,2110 WESSON CT,KENNESAW,2025-06-20,434000,366255
52,TNT HOMES LLC,KIAVI FUNDING,364 YARBROUGH MILL RD,WILLIAMSON,2025-06-20,110000,198700
53,B & G STRATEGIC HOLDINGS LLC,COOSA VALLEY CREDIT UNION,76 OLD STILESBORO RD SW,CARTERSVILLE,2025-06-20,150000,120000
54,BELO ENTERPRISES LLC,LOAN FUNDER SERIES 104867,20 SHADOW LN,CARROLLTON,2025-06-20,260000,208000
55,DREAMCATCHER REI LLC,EASY STREET CAPITAL,267 RUSSELL LN,CARROLLTON,2025-06-20,131000,162775
56,ACCRETIVE PROPERTIES GROUP LLC,FIRST ADVANTAGE BANK,6165 SHORT ST,CANTON,2025-06-20,270000,150000
57,GEORGIA ROOF AND EXTERIORS LLC,KIAVI FUNDING INC,3310 RANGERS GATE,MARIETTA,2025-06-20,367500,393200
58,CONCRETE ROOTS GROUP LLC,THOMAS & COWART PROPERTIES LLC,5572 GLORE DR SW,MABLETON,2025-06-20,500000,400000
59,CONCRETE ROOTS GROUP LLC,THOMAS & COWART PROPERTIES LLC,5572 GLORE DR SW,MABLETON,2025-06-20,500000,400000
60,IMAGISPACEPROPS INC,ABL RPC RESID CR ACQUISITION L,1458 SWEET BOTTOM CIR SW,MARIETTA,2025-06-20,430000,504000
61,BUTLER PRO CONSTRUCTION LLC,APPROACH LENDING LLC,4332 N HICKORY LN,DOUGLASVILLE,2025-06-20,185000,264340
62,EMBER CAPITAL GROUP LLC,AG CAPITAL,509 ARNOLD RD,LAWRENCEVILLE,2025-06-20,380000,330000
63,MFA PROPERTIES ATLANTA LLC,BEELINE LOANS,545 WOODLAND PARK TER,LAWRENCEVILLE,2025-06-20,352000,170000
64,299 HURRICANE SHOALS LLC,SOUTHERN RESOURCE PARTNERS III,510 HURRICANE SHOALS RD NW,LAWRENCEVILLE,2025-06-20,320000,208000
65,GEORGIA REAL PROPERTIES LLC,METRO CITY BANK,3182 MILL SPRINGS CIR,BUFORD,2025-06-20,270000,104500
66,HOUSE OF TRANSFORMATION INC,FIRST CITIZENS BANK,105 PINE VALLEY RD,HIRAM,2025-06-20,365000,310250
67,SKA REALTY SERVICES LLC,KK FINANCIALS,261 MAHONE DR,LILBURN,2025-06-20,280000,280000
68,BAZILLION HOLDINGS LLC,KIAVI FUNDING INC,1044 LITTLE WILLEO RD,MARIETTA,2025-06-18,350000,411000
69,ARMAFRI PROPERTIES LLC,EASY STREET CAPITAL LLC,1439 FOREST LN SE,MARIETTA,2025-06-18,352288,401445
70,PHILLIPS BROTHERS ACQUISITIONS LLC,ABACAB LLC,6073 TERRY LN,AUSTELL,2025-06-18,155000,170000
71,SIMES SIGNATURE PROPERTIES INC,KEOWEE RESERVE FUND,2671 HARBINS RD SE,BETHLEHEM,2025-06-18,1072500,1072500
72,CMNC HOMES LLC,J ROSS PROPERTIES,5390 REGENCY LAKE CT,SUGAR HILL,2025-06-18,274000,272500
73,CKING INVESTMENT CORPORATION,KIAVI FUNDING INC,3113 GUS ROBINSON RD,POWDER SPRINGS,2025-06-17,250000,300000
74,JEM PROPERTIES & INVESTMENTS THREE INC,LOAN MOUNTAIN INV SUB-REIT LLC,4060 SUMIT WOOD DR NW,KENNESAW,2025-06-17,225000,246125
75,MEADOW GLEN DEVELOPMENT LLC,PINNACLE BANK,1186 VILLA RICA RD SW,MARIETTA,2025-06-17,1012500,5079550
76,MEADOW GLEN DEVELOPMENT LLC,PINNACLE BANK,1176 VILLA RICA RD SW,MARIETTA,2025-06-17,1518750,5079550
77,MEADOW GLEN DEVELOPMENT LLC,PINNACLE BANK,1190 VILLA RICA RD SW,MARIETTA,2025-06-17,1518750,5079550
78,4825 COBB PKWY LLC,MILLS VETERINARY PROPERTY LLC,4825 N COBB PKWY,ACWORTH,2025-06-17,417500,334000
79,DAVID18 LLC,EVEREST FUNDING,290 AZALEA CIR,CUMMING,2025-06-17,300000,225000
80,POH GROUP LLC,JFC CAPITAL,417 PHILLIPS DR NW,MONROE,2025-06-16,120000,180000
81,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,487 EMBRY LN,MARIETTA,2025-06-16,297000,330200
82,GRAVITT GETAWAY LLC,DEEPHAVEN MORTGAGE LLC,4302 ORANGE CT NW,ACWORTH,2025-06-16,305000,228750
83,1033 MCLENDON HOLDINGS LLC,TVC FUNDING I,1033 MCLENDON DR,DECATUR,2025-06-16,310000,1157060
84,LEE RESORT PROPERTIES LLC,LEE CENTER NORTH LLLP,732 S FAIRFIELD DR,PEACHTREE CITY,2025-06-16,350000,105000
85,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,2325 MELROSE TRCE,CUMMING,2025-06-16,500000,510000
86,CMNC HOMES LLC,J ROSS PROPERTIES,5 MILL CREEK HOLW,DALLAS,2025-06-16,205000,205000
87,NEXT RESIDENTIAL LLC,LOAN FUNDER SERIES 105386,1639 HALLMARK HILLS DR,GRIFFIN,2025-06-16,102000,91800
88,SCREAMING GOAT GROUP LLC,CAPITAL FUND I LLC,3842 ERNEST W BARRETT PKWY SW,MARIETTA,2025-06-13,2600000,2100000
89,CW-VERANDA MANOR LLC,FC V FINANCIAL LP,741 ACWORTH DUE WEST RD NW,KENNESAW,2025-06-13,1300000,2673000
90,125 CREEKWOOD TRAIL LLC,KIAVI FUNDING INC,3325 PEBBLE HILL DR,MARIETTA,2025-06-13,360000,401800
91,CRP GRAND PROPERTIES LLC,FILVIA FAMILY TRUST,5087 FAIRMONT RD SE,SMYRNA,2025-06-13,355000,328250
92,CHOCTAW AMERICAN INSURANCE INC,US MORTGAGE CORP,2120 PAIR RD SW,MARIETTA,2025-06-13,443500,402014
93,ADAM CHANCE INC,COMMERCEONE BANK,605 KEATON CT,MCDONOUGH,2025-06-13,165000,165000
94,PRESTIGE CAPITAL GROUP LLC,BARRETT FINANCIAL GROUP,911 CLAYTON ST,GRIFFIN,2025-06-13,0,90000
95,PONTOON PROPERTIES LLC,PROJECT 45 LLC,568 MARAN LN SW,MABLETON,2025-06-12,170000,230000
96,SIMPLY SOLD ATLANTA LLC,KIAVI FUNDING INC,1183 MITSY HOLLOW DR NE,MARIETTA,2025-06-12,405000,480800
97,ZION ATLANTA HOMES LLC,KIAVI FUNDING INC,6211 FLORRIE DR SW,MABLETON,2025-06-12,300000,266200
98,RLC TOP CONTRACTORS LLC,RAIN CITY CAP LLC,3298 SUNDOWN CT SW,MARIETTA,2025-06-12,440000,504000
99,ELITE IMPORTS LLC,NATIONAL LOAN FUNDING LLC,4200 PINETREE DR,POWDER SPRINGS,2025-06-12,133500,185300
100,GEORGIA WISE INVESTMENTS LLC,CL FUND 3 LLC,115 AMBER CT,FAYETTEVILLE,2025-06-12,260000,259977
101,GCO CAPITAL LLC,ANCHOR LOANS LP,4865 CHELTENHAM PL,CUMMING,2025-06-12,590000,572000
102,FAENTIS LLC,KIAVI FUNDING,2164 CROSSRAIL DR,ATLANTA,2025-06-12,120000,167200
103,JRI ENTERPRISE LLC,TROPHY POINT INVESTMENT GROUP,231 GLENROSE CIR SW,ATLANTA,2025-06-12,135000,178000
104,F & C LLC,DHC PRIVATE LENDING,145 HARRIS DR,LAWRENCEVILLE,2025-06-12,0,145000
105,MENDEZ FAMILY FOUNDATION LLC,CHAMPIONS FUNDING,2895 TROTTERS POINTE DR,SNELLVILLE,2025-06-12,0,232000
106,HIGHLAND PARK INVESTMENTS LLC,NQM FUNDING,6000 GREENYARD WAY,NORCROSS,2025-06-12,0,180000
107,OAK TREE REAL ESTATE LLC,PAE INVESTMENTS 2 0,1590 REHOBOTH CHURCH RD,GRIFFIN,2025-06-12,177000,221000
108,DIVESTIC VENTURES LLC,CMH HOLDINGS LLC,1099 WESTFIELD TRCE SE,SMYRNA,2025-06-11,227500,230290
109,AMERICAN DREAM HOMES LLC,IRON BRIDGE MORTGAGE FUND LLC,137 HILLCREST DR SW,AUSTELL,2025-06-11,170000,153000
110,PRODUCTS UNLIMITED DISTRIBUTORS INC,BLECHA ROBERT,1535 RIVER COVE RD,SOCIAL CIRCLE,2025-06-11,0,225000
111,CMNC HOMES LLC,J ROSS PROPERTIES LLC,1784 WINGARD DR,MARIETTA,2025-06-10,260000,260000
112,PHILLIPS BROTHERS REAL ESTATE COMPANY LLC,PATRICK BURROWS,2939 CARRIE FARM RD NW,KENNESAW,2025-06-10,227500,227500
113,UNION GROUP PROPERTIES LLC,CL FUND 3 LLC,3710 CEDAR DR SW,MARIETTA,2025-06-10,205000,249375
114,CARTER ENTERPRISE LLC,KIAVI FUNDING,1905 ROLLINGWOOD DR SE,ATLANTA,2025-06-10,240000,259300
115,MALLETT ALEXANDER COLLECTION LLC,KIAVI FUNDING,2054 FARGO PL SE,ATLANTA,2025-06-10,155000,252300
116,CHADWICK HOMES INC,FIRST PEOPLES BANK,355 CRESTWOOD RD,TYRONE,2025-06-10,85000,483750
117,BRENDEN MS CORP,KIAVI FUNDING,950 NEW HOPE RD SW,ATLANTA,2025-06-10,243000,397100
118,PARAN PROPERTIES LLC,MULKEY HARRY B JR,1110 MOUNT PARAN RD NW,ATLANTA,2025-06-10,1000000,1000000
119,RK REAL ESTATE INVESTMENTS LLC,KIAVI FUNDING,2317 SWAN LAKE DR,GRAYSON,2025-06-10,0,259000
120,EXILED ROOSTER LLC,THE LOAN STORE,5017 SPRING HILL DR,SUGAR HILL,2025-06-10,560000,420000
121,DJL DEVELOPMENT LLC,LIMA ONE CAPITAL LLC,3213 CEDAR BLUFF DR NE,MARIETTA,2025-06-09,380000,409500
122,RETRAC INTERNATIONAL LLC,CREBRID LLC,5710 STEWART MILL RD,DOUGLASVILLE,2025-06-09,270000,243000
123,K & C CAPITAL LLC,KIAVI FUNDING INC,3564 ASHLEY STATION DR SW,MARIETTA,2025-06-09,155000,179700
124,PADLY LLC,BURROWS PATRICK,125 SUMMIT CT,FAYETTEVILLE,2025-06-09,251500,285000
125,DARK SIGNAL THEORY LLC,A&D MORTGAGE,7110 BRANDON MILL RD,ATLANTA,2025-06-09,975000,731250
126,JCB PROPERTIES LLC,KIAVI FUNDING,288 OLD BURNT HICKORY RD,ACWORTH,2025-06-09,231550,278700
127,WILSONBUILT HOMES LLC,FIRST NATIONAL COMMUNITY BANK,402 MANCHESTER LN,VILLA RICA,2025-06-09,125000,482792
128,MENENDEZ INVESTORS LLC,FISHER JEFFREY,2740 IVANHOE LN SE,SMYRNA,2025-06-06,265000,200000
129,PURCHASING FUND 2021-1 LLC,HOUSEMAX FUNDING LLC,3420 CRANBORNE CHASE,MARIETTA,2025-06-06,770000,693000
130,NUNES LLC,KIAVI FUNDING INC,1552 HILLHAVEN DR,MARIETTA,2025-06-06,457500,461200
131,RAQ HOMES LLC,KIAVI FUNDING INC,174 TIMBER CREEK LN SW # 176,MARIETTA,2025-06-06,215000,252000
132,RAQ HOMES LLC,KIAVI FUNDING INC,194 TIMBER CREEK LN SW,MARIETTA,2025-06-06,215000,250300
133,CHOICE HOME INSPECTION SERVICES INC,MESSER JAMES A,165 LOST LAKE TRL,VILLA RICA,2025-06-06,199000,205000
134,1STDOOR RENOVATIONS GA LLC,QUANTA FINANCE INC,2850 FOREST CHASE DR NE,MARIETTA,2025-06-06,347500,412000
135,WHITLOCK HOLDINGS LLC,KIAVI FUNDING INC,1352 OVERLOOK CV SE,SMYRNA,2025-06-06,105000,210700
136,DGS RESIDENTIAL PROPERTIES LLC,LENDINGONE LLC,3377 SPLIT WOOD WAY,POWDER SPRINGS,2025-06-06,287000,303750
137,DMT CONSTRUCTION/CONSULTING LLC,DEEPHAVEN MORTGAGE LLC,4424 ROBINSON ST,ACWORTH,2025-06-06,385000,273750
138,ABUNDANT LAND DEVELOPMENT 3 LLC,ABL RPC RESIDENTIAL CREDIT ACQUISITION,4077 PHILS CT,TUCKER,2025-06-06,305000,287000
139,FK GROUP LLC,BELL ROCK INCOME FUND 1 LLC,1341 HUEY RD,DOUGLASVILLE,2025-06-06,217500,190000
140,1STDOOR RENOVATIONS GA LLC,QUANTA FINANCE INC,120 EMERALD LN,FAYETTEVILLE,2025-06-06,365000,460750
141,RVN HOMES LLC,COUTU CHRISTOPHER,7480 IVY GROVE ST,CUMMING,2025-06-06,310000,310000
142,SOUTHEAST PROPERTY SPECIALISTS LLC,HRR PROPERTIES,308 KELLEY LN,DALLAS,2025-06-06,200000,125000
143,LEORE HOMES LLC,AG CAPITAL,62 YOSEMITE LN,POWDER SPRINGS,2025-06-06,215000,205000
144,DAVENPORT DEVELOPMENT GROUP LLC,CHASE INCOME FUND 1,504 YOUNG LOOP,FAIRMOUNT,2025-06-06,275000,295000
145,K & M PROPERTY GROUP LLC,TRIDENT REALTY INVESTMENTS LLC,529 HAWKINS STORE RD NE,KENNESAW,2025-06-05,300000,318750
146,WOODCHUCK REALTY INC,KIAVI FUNDING INC,454 JO ANN DR SE,MARIETTA,2025-06-05,320000,356500
147,MCSMITHINVESTMENTS LLC,KIAVI FUNDING,2669 JODECO DR,JONESBORO,2025-06-05,161000,225700
148,DUNN DEVELOPMENT LLC,HYPERION BANK,1463 COLLIER DR SE,SMYRNA,2025-06-05,415000,311250
149,TWISTED METAL ATLANTA LLC,KIAVI FUNDING INC,3392 BRIDLE RUN TRL NW,MARIETTA,2025-06-05,415000,471100
150,LIVINGSTON & KELLEY LLC,FIRST NET ASSETS,488 MCWILLIAMS AVE SE,ATLANTA,2025-06-05,380000,50359
151,BIM WU LLC,PARK PLACE FINANCE,1458 OLIVE ST SW,ATLANTA,2025-06-05,159900,244500
152,ZION ATLANTA HOMES LLC,KIAVI FUNDING,US HIGHWAY 78,BREMEN,2025-06-05,0,236600
153,PEACHTREE RESIDENTIAL LLC,FIRST CENTURY BANK NA,3335 HILLSHIRE DR,CUMMING,2025-06-05,377500,550000
154,WINDSONG PROPERTIES LLC,A&D MORTGAGE,1354 CEDARCREST BLVD,ACWORTH,2025-06-05,0,225000
155,ELEGANT RENTAL PROPERTIES LLC,CONSISTENT CAPITAL LLC,651 INGLIS DR SE,MARIETTA,2025-06-04,350000,369000
156,VERIFIED BUILDING SOLUTIONS LLC,BAL401K PLAN,S HUNTER ST,,2025-06-04,0,335000
157,JEWELL LAND & PROPERTY SOLUTIONS LLC,LENDINGONE,6327 ELLENWOOD DR,REX,2025-06-04,185000,148000
158,BLUE RIDGE SIGNATURE RENTALS LLC,HESLEP DOUG,3461 SALEM TRCE,MARIETTA,2025-06-04,417000,426000
159,KPP INVESTMENT RENTAL & SERVICES LLC,212 LOANS,700 LAVERNE DR NW,ATLANTA,2025-06-04,185000,326500
160,BTRU INVESTMENT CORP,ARE INVESTMENT PROPERTIES,273 FENNEL WAY SW,ATLANTA,2025-06-04,190000,166250
161,FEROCITY ASSETS LLC,FISHER JEFFREY K,1574 GLENFIELD DR,LAWRENCEVILLE,2025-06-04,300000,305000
162,BLACK BEARD PROPERTIES LLC,CV3 FINANCIAL SERVICES,1490 CAMPGROUND RD,MCDONOUGH,2025-06-04,350000,405750
163,SOUTHERN ELITE RENTALS LLC,WHITLEY CONSTRUCTION,SNIPE CT,MONTICELLO,2025-06-04,550000,600000
164,WHITLOCK HOLDINGS LLC,JONQUIL EQUITY SOLUTIONS,1 THORNTREE PASS,POWDER SPRINGS,2025-06-04,210000,220000
165,WILLINGHAM INVESTMENT GROUP LLC,FIRST NATIONAL COMMUNITY BANK,579 BEARDEN RD,DOUGLASVILLE,2025-06-03,110000,278012
166,PRIME LAND SOLUTIONS LLC,DAMEN CAPITAL FUND 1,40 CORAL DR,WHITESBURG,2025-06-03,18500,14000
167,SERA PROPERTIES LLC,KIAVI FUNDING INC,1414 LOGAN CIR,MARIETTA,2025-06-03,399999,597000
168,BOYD PROPERTIES & ACQUISITIONS LLC,CV3 FINANCIAL SERVICES,114 BOONE DR,NEWNAN,2025-06-03,116000,141009
169,DQR DEVELOPMENTS LLC,ALAMO FLIPCO FINANCIAL,3208 SPRUCE WAY,ATLANTA,2025-06-03,240000,256500
170,VITAL BARBER LOUNGE LLC,KIAVI FUNDING,2284 BEECHER CIR SW,ATLANTA,2025-06-03,140000,260000
171,199 14TH STREET 2008 LLC,RENOFI CAPITAL,199 14TH ST NE,ATLANTA,2025-06-03,265000,200000
172,CORONA HANDYMAN LLC,KIAVI FUNDING,2703 MANGO CIR NW,ATLANTA,2025-06-03,143000,204900
173,BRAYTNER REMODELING LLC,EASY STREET CAPITAL LLC,831 DANIELL DR SE,SMYRNA,2025-06-02,253000,266050
174,ETJJ PROPERTIES INC,LOAN MOUNTAIN INVESTMENTS SUB REIT,9041 SOUTHCREST CT,JONESBORO,2025-06-02,168000,196200
175,BC HORIZON LLC,DHO,8641 PLUMTREE DR,RIVERDALE,2025-06-02,0,85000
176,CROCKY ESTATE LLC,APEX DEBT FUND I LP,3981 BEAR RIDGE PL NW,KENNESAW,2025-06-02,300000,365000
177,VAN S PROPERTY PARTNERS LLC,KIAVI FUNDING INC,3494 DUE WEST RD NW,MARIETTA,2025-06-02,315000,315500
178,ADAM CHANCE INC,COMMERCEONE BANK,4133 TWIG CT,DOUGLASVILLE,2025-06-02,100000,100000
179,TRADE IN HOLDINGS LLC,UR PROPERTIES LLC,1735 SILVER WAY,LITHIA SPRINGS,2025-06-02,329000,174370
180,HEI RIVERAS CONSTRUCTION LLC,SOUTHERN RESOURCE PARTNERS III,2615 VIRGINIA CV,RIVERDALE,2025-06-02,145000,204750
181,ARBOR VIEW PROPERTIES LLC,ROSEN KELLY TRUST,3210 BETHSAIDA RD,FAIRBURN,2025-06-02,70000,207000
182,DARKSLIDE INVESTMENTS LLC,RFLF 4,2949 HOG MOUNTAIN RD,DACULA,2025-06-02,0,269500
183,JACKETDAWG PROPERTIES LLC,BUFFALOAN,237 RAVENTREE LN,GRIFFIN,2025-06-02,215000,250000
184,CANTY CAPITAL LLC,SAVANNAH FLIPCO FINANCIALC,3617 MOON CREST DR,MCDONOUGH,2025-05-30,240000,242798
185,SANTERNO HOLDINGS LLC,ROSEN KELLY,638 GRANITE LN,LOGANVILLE,2025-05-30,280000,285000
186,RSE HOLDINGS LLC,PEOPLES BANK OF GEORGIA,761 SIMONTON MILL RD,CARROLLTON,2025-05-30,265000,213301
187,ARMM ASSETS 2 LLC,COMPUTERSHARE TRUST COTRUSTE,10057 TARA GLYNN DR,HAMPTON,2025-05-30,295900,434010000
188,ARMM ASSETS 2 LLC,COMPUTERSHARE TRUST COMPANY NA,3285 BROOKFIELD DR,AUSTELL,2025-05-30,355500,434010000
189,SHINING STAR REALTY LLC,CV3 FINANCIAL SERVICES LLC,1530 LOST MOUNTAIN RD,POWDER SPRINGS,2025-05-30,1275000,517500
190,BSREHOLDINGS LLC,SORTOR RANDY,1709 SWEETWATER JUNO RD,DAWSONVILLE,2025-05-30,210000,49000
191,DBR SERVICES LLC,REALTY INVESTORS FUNDING,3939 BORING RD,DECATUR,2025-05-30,182500,255000
192,GUILLOS PROPERTIES LLC,NEXA MTG LLC,3694 ARROWHEAD PL,DOUGLASVILLE,2025-05-30,216000,172800
193,COOPER EVANS HOLDINGS LLC,PRICE NIKI,100 SHORELINE DR,FAYETTEVILLE,2025-05-30,261000,320000
194,UNITY PARTNERS ACQUISITION LLC,PRO FUND I LLC,255 GEORGIA AVE E,FAYETTEVILLE,2025-05-30,287500,475000
195,FUZZY FARMS LLC,NORRIS DANIEL,300 GAELIC WAY,TYRONE,2025-05-30,350000,350000
196,SSCR INVESTMENTS LLC,LENDINGONE,6675 HIDDEN BROOK TRL,ATLANTA,2025-05-30,155000,188250
197,INFINITE ASSET HOLDING LLC,KIAVI FUNDING,1290 CAMPBELLTON RD SW,ATLANTA,2025-05-30,190000,195800
198,NHAAC LLC,EVERETT FINANCIAL,923 PEACHTREE ST NE UNIT 1929,ATLANTA,2025-05-30,0,193088
199,T FERRELL ESTATES LLC,NEXERA HOLDING DBA NEWFI LENDING,856 FIVE FORKS TRICKUM RD,LAWRENCEVILLE,2025-05-30,0,304500
200,COOPER EVANS HOLDINGS LLC,BURROWS PATRICK,2733 NEWTONS CREST CIR,SNELLVILLE,2025-05-30,230000,295000
201,DP INVESTMENT ENTERPRISE LLC,TRAN REAL ESTATE INVESTMENT,488 RUSSELL RD,LAWRENCEVILLE,2025-05-30,255000,210000
202,PADLY LLC,BURROWS PATRICK,110 WOODCREST WAY,MCDONOUGH,2025-05-30,140000,220000
203,EXIT SOLUTIONS INC,CARYN RUSSELL ROTH IRA HOLDINGS,4183 WALNUT ST SW,COVINGTON,2025-05-30,115000,170000
204,CUSTOM CHOICE BUILDERS LLC,SOUTHERN STATES BANK,MT OLIVET RD,DALLAS,2025-05-30,79000,271000
205,J & A CONSTRUCTION & HOMEBUILDERS LLC,NEW AMERICA FUNDING,665 BELMONT LN,DALLAS,2025-05-30,0,413189
206,PALMS MABLETON LLC,HOME FUNDING CORPORATION,259 PALMS LN SW # 261,MABLETON,2025-05-29,354000,283200
